GISAID Accession.ID,Omicron_Emergence_MAIN,Omicron_Emergence_AGE,Omicron_Emergence_Vaccinated_Only,Delta_Emergence_MAIN,Delta_Emergence_AGE
EPI_ISL_10590029,-1,-1,-1,-1,-1
EPI_ISL_10590034,-1,-1,-1,-1,-1
EPI_ISL_10590030,-1,-1,-1,-1,-1
EPI_ISL_10590005,-1,-1,-1,-1,-1
EPI_ISL_10590008,-1,-1,-1,-1,-1
EPI_ISL_10590033,-1,-1,-1,-1,-1
EPI_ISL_10590023,-1,-1,-1,-1,-1
EPI_ISL_10590025,-1,-1,-1,-1,-1
EPI_ISL_10590026,-1,-1,-1,-1,-1
EPI_ISL_10589996,-1,-1,-1,-1,-1
EPI_ISL_10589998,-1,-1,-1,-1,-1
EPI_ISL_2308792,0,0,0,0,0
EPI_ISL_1482447,0,0,0,0,0
EPI_ISL_1920119,0,0,0,0,0
EPI_ISL_1016417,0,0,0,0,0
EPI_ISL_983250,0,0,0,0,0
EPI_ISL_1398093,0,0,0,0,0
EPI_ISL_1398159,0,0,0,0,0
EPI_ISL_1397609,0,0,0,0,0
EPI_ISL_1755486,0,0,0,0,0
EPI_ISL_2098636,0,0,0,0,0
EPI_ISL_1227241,0,0,0,0,0
EPI_ISL_2098631,0,0,0,0,0
EPI_ISL_1855316,0,0,0,0,0
EPI_ISL_1582341,0,0,0,0,0
EPI_ISL_1756338,0,0,0,0,0
EPI_ISL_1465865,0,0,0,0,0
EPI_ISL_1461366,0,0,0,0,0
EPI_ISL_1465674,0,0,0,0,0
EPI_ISL_1398277,0,0,0,0,0
EPI_ISL_1397853,0,0,0,0,0
EPI_ISL_1398149,0,0,0,0,0
EPI_ISL_1624483,0,0,0,0,0
EPI_ISL_1227233,0,0,0,0,0
EPI_ISL_1227234,0,0,0,0,0
EPI_ISL_1397869,0,0,0,0,0
EPI_ISL_1582344,0,0,0,0,0
EPI_ISL_1920126,0,0,0,0,0
EPI_ISL_1756010,0,0,0,0,0
EPI_ISL_1016444,0,0,0,0,0
EPI_ISL_936285,0,0,0,0,0
EPI_ISL_3836178,0,0,0,1,1
EPI_ISL_2421206,0,0,0,0,0
EPI_ISL_2097241,0,0,0,0,0
EPI_ISL_2626972,0,0,0,0,0
EPI_ISL_2626968,0,0,0,0,0
EPI_ISL_2421158,0,0,0,0,0
EPI_ISL_1921022,0,0,0,0,0
EPI_ISL_2627161,0,0,0,0,0
EPI_ISL_4194885,0,0,0,1,1
EPI_ISL_1921030,0,0,0,0,0
EPI_ISL_1920059,0,0,0,0,0
EPI_ISL_2627153,0,0,0,0,0
EPI_ISL_2627154,0,0,0,0,0
EPI_ISL_2274582,0,0,0,0,0
EPI_ISL_1920121,0,0,0,0,0
EPI_ISL_1582358,0,0,0,0,0
EPI_ISL_1582240,0,0,0,0,0
EPI_ISL_2421190,0,0,0,0,0
EPI_ISL_2279505,0,0,0,0,0
EPI_ISL_3835033,0,0,0,1,1
EPI_ISL_3031274,0,0,0,0,0
EPI_ISL_2868607,0,0,0,1,0
EPI_ISL_1920038,0,0,0,0,0
EPI_ISL_2868604,0,0,0,0,0
EPI_ISL_2868602,0,0,0,0,0
EPI_ISL_2421233,0,0,0,0,0
EPI_ISL_3031058,0,0,0,0,0
EPI_ISL_2626957,0,0,0,0,0
EPI_ISL_2097314,0,0,0,0,0
EPI_ISL_2868527,0,0,0,0,0
EPI_ISL_2098138,0,0,0,0,0
EPI_ISL_1756015,0,0,0,0,0
EPI_ISL_1756002,0,0,0,0,0
EPI_ISL_1855230,0,0,0,0,0
EPI_ISL_2868605,0,0,0,0,0
EPI_ISL_3031272,0,0,0,0,0
EPI_ISL_2868528,0,0,0,0,0
EPI_ISL_1671640,0,0,0,0,0
EPI_ISL_1671329,0,0,0,0,0
EPI_ISL_2626963,0,0,0,0,0
EPI_ISL_2627155,0,0,0,0,0
EPI_ISL_1756003,0,0,0,0,0
EPI_ISL_2627152,0,0,0,0,0
EPI_ISL_2627004,0,0,0,0,0
EPI_ISL_3031067,0,0,0,1,1
EPI_ISL_2134796,-1,-1,-1,-1,-1
EPI_ISL_1226932,-1,-1,-1,-1,-1
EPI_ISL_2868246,-1,-1,-1,-1,-1
EPI_ISL_1755989,0,0,0,0,0
EPI_ISL_1740513,0,0,0,0,0
EPI_ISL_1740508,0,0,0,0,0
EPI_ISL_1740510,0,0,0,0,0
EPI_ISL_2868465,0,0,0,0,0
EPI_ISL_4730653,0,0,0,1,1
EPI_ISL_2274660,0,0,0,0,0
EPI_ISL_2274671,0,0,0,0,0
EPI_ISL_1397826,0,0,0,0,0
EPI_ISL_1016162,0,0,0,0,0
EPI_ISL_1227750,0,0,0,0,0
EPI_ISL_1227749,0,0,0,0,0
EPI_ISL_983464,0,0,0,0,0
EPI_ISL_853670,0,0,0,0,0
EPI_ISL_1398047,0,0,0,0,0
EPI_ISL_1016460,0,0,0,0,0
EPI_ISL_1227753,0,0,0,0,0
EPI_ISL_1499431,0,0,0,0,0
EPI_ISL_1482323,0,0,0,0,0
EPI_ISL_8842857,0,0,0,0,0
EPI_ISL_9654049,0,0,0,0,0
EPI_ISL_9654887,0,0,0,0,0
EPI_ISL_8842807,0,0,0,0,0
EPI_ISL_9030515,0,0,0,0,0
EPI_ISL_9261516,0,0,0,0,0
EPI_ISL_9392755,0,0,0,0,0
EPI_ISL_8808184,0,1,0,0,0
EPI_ISL_9394906,0,0,0,0,0
EPI_ISL_9394846,0,0,0,0,0
EPI_ISL_8808244,0,0,0,0,0
EPI_ISL_8318409,0,1,0,0,0
EPI_ISL_8808196,0,1,0,0,0
EPI_ISL_9030502,0,0,0,0,0
EPI_ISL_9030504,0,0,0,0,0
EPI_ISL_9394903,0,0,0,0,0
EPI_ISL_9654915,0,0,0,0,0
EPI_ISL_9261506,0,0,0,0,0
EPI_ISL_9261594,0,0,0,0,0
EPI_ISL_9261633,0,0,0,0,0
EPI_ISL_9261533,0,0,0,0,0
EPI_ISL_9392658,0,0,0,0,0
EPI_ISL_9392672,0,0,0,0,0
EPI_ISL_9261651,0,0,0,0,0
EPI_ISL_9261550,0,0,0,0,0
EPI_ISL_9392765,0,0,0,0,0
EPI_ISL_9392650,0,0,0,0,0
EPI_ISL_9392760,0,0,0,0,0
EPI_ISL_8842838,0,0,0,0,0
EPI_ISL_9030520,0,0,0,0,0
EPI_ISL_9030522,0,0,0,0,0
EPI_ISL_9030514,0,0,0,0,0
EPI_ISL_9030523,0,0,0,0,0
EPI_ISL_9030519,0,0,0,0,0
EPI_ISL_9030491,0,0,0,0,0
EPI_ISL_9392751,0,0,0,0,0
EPI_ISL_9030495,1,0,0,0,0
EPI_ISL_9030496,0,0,0,0,0
EPI_ISL_9030510,0,0,0,0,0
EPI_ISL_9030487,1,1,0,0,0
EPI_ISL_9261519,0,0,0,0,0
EPI_ISL_9394913,0,0,0,0,0
EPI_ISL_9394851,0,0,0,0,0
EPI_ISL_9394886,0,0,0,0,0
EPI_ISL_9028291,0,0,0,0,0
EPI_ISL_9030892,0,1,0,0,0
EPI_ISL_9030893,1,1,0,0,0
EPI_ISL_9028296,0,1,0,0,0
EPI_ISL_9034868,0,0,0,0,0
EPI_ISL_8842875,1,0,0,0,0
EPI_ISL_9028277,0,0,0,0,0
EPI_ISL_9028272,0,0,0,0,0
EPI_ISL_8634207,0,0,0,0,0
EPI_ISL_8318112,1,1,0,0,0
EPI_ISL_8310756,0,1,0,0,0
EPI_ISL_8318488,1,1,0,0,0
EPI_ISL_8151728,1,1,0,0,0
EPI_ISL_8318132,0,0,0,0,0
EPI_ISL_8318139,1,1,0,0,0
EPI_ISL_8158141,1,1,0,0,0
EPI_ISL_9030896,1,1,0,0,0
EPI_ISL_9394860,0,0,0,0,0
EPI_ISL_9030521,0,0,0,0,0
EPI_ISL_9261613,1,0,0,0,0
EPI_ISL_9392764,0,0,0,0,0
EPI_ISL_9034913,0,0,0,0,0
EPI_ISL_9034905,0,0,0,0,0
EPI_ISL_9261639,0,0,0,0,0
EPI_ISL_9658621,0,0,0,0,0
EPI_ISL_9028264,0,0,0,0,0
EPI_ISL_8842837,0,0,0,0,0
EPI_ISL_9030526,0,0,0,0,0
EPI_ISL_8807855,0,0,0,0,0
EPI_ISL_9261549,0,0,0,0,0
EPI_ISL_9394914,0,0,0,0,0
EPI_ISL_9030902,0,0,0,0,0
EPI_ISL_9261583,0,0,0,0,0
EPI_ISL_9028266,0,0,0,0,0
EPI_ISL_9394902,0,0,0,0,0
EPI_ISL_9261510,0,0,0,0,0
EPI_ISL_9261619,1,0,0,0,0
EPI_ISL_8842800,0,0,0,0,0
EPI_ISL_9261591,1,0,0,0,0
EPI_ISL_9028255,0,0,0,0,0
EPI_ISL_9394877,0,0,0,0,0
EPI_ISL_9654027,0,0,0,0,0
EPI_ISL_9261530,0,0,0,0,0
EPI_ISL_9028265,0,0,0,0,0
EPI_ISL_9261562,0,0,0,0,0
EPI_ISL_8842386,1,1,0,0,0
EPI_ISL_9392771,0,0,0,0,0
EPI_ISL_9392690,0,0,0,0,0
EPI_ISL_9392769,0,0,0,0,0
EPI_ISL_9034846,0,0,0,0,0
EPI_ISL_9392642,0,0,0,0,0
EPI_ISL_8842871,0,0,0,0,0
EPI_ISL_8842827,0,0,0,0,0
EPI_ISL_9654883,0,0,0,0,0
EPI_ISL_9034889,0,0,0,0,0
EPI_ISL_9034871,0,0,0,0,0
EPI_ISL_8842863,0,0,0,0,0
EPI_ISL_8842822,0,1,0,0,0
EPI_ISL_9392748,0,0,0,0,0
EPI_ISL_9654901,0,0,0,0,0
EPI_ISL_9392682,0,0,0,0,0
EPI_ISL_9654907,1,0,0,0,0
EPI_ISL_9261644,0,0,0,0,0
EPI_ISL_9654923,0,0,0,0,0
EPI_ISL_9654916,0,0,0,0,0
EPI_ISL_9658635,0,0,0,0,0
EPI_ISL_9034915,0,0,0,0,0
EPI_ISL_9034876,0,0,0,0,0
EPI_ISL_9658624,0,0,0,0,0
EPI_ISL_9658628,0,0,0,0,0
EPI_ISL_9392656,0,0,0,0,0
EPI_ISL_9392683,0,0,0,0,0
EPI_ISL_9392754,0,0,0,0,0
EPI_ISL_9392762,0,0,0,0,0
EPI_ISL_8842835,0,0,0,0,0
EPI_ISL_9392743,0,0,0,0,0
EPI_ISL_9392744,0,0,0,0,0
EPI_ISL_9392742,0,0,0,0,0
EPI_ISL_9394918,0,0,0,0,0
EPI_ISL_9261614,0,0,0,0,0
EPI_ISL_9034861,0,0,0,0,0
EPI_ISL_8632346,0,0,0,0,0
EPI_ISL_8842851,0,0,0,0,0
EPI_ISL_8635269,0,0,0,0,0
EPI_ISL_8310788,1,1,0,0,0
EPI_ISL_9392766,0,0,0,0,0
EPI_ISL_9654046,0,0,0,0,0
EPI_ISL_9654047,0,0,0,0,0
EPI_ISL_9261581,0,0,0,0,0
EPI_ISL_9392673,0,0,0,0,0
EPI_ISL_8842855,0,0,0,0,0
EPI_ISL_8318147,1,1,0,0,0
EPI_ISL_9392691,0,0,0,0,0
EPI_ISL_9654044,0,0,0,0,0
EPI_ISL_9261587,0,0,0,0,0
EPI_ISL_8632318,0,1,0,0,0
EPI_ISL_9034852,1,0,0,0,0
EPI_ISL_9658627,0,0,0,0,0
EPI_ISL_9394921,0,0,0,0,0
EPI_ISL_9034855,0,0,0,0,0
EPI_ISL_9034873,0,0,0,0,0
EPI_ISL_9394838,0,0,0,0,0
EPI_ISL_9394891,0,0,0,0,0
EPI_ISL_9654920,0,0,0,0,0
EPI_ISL_9658631,0,0,0,0,0
EPI_ISL_9392774,0,0,0,0,0
EPI_ISL_9394855,0,0,0,0,0
EPI_ISL_8318348,0,0,0,0,0
EPI_ISL_9261624,0,0,0,0,0
EPI_ISL_8634230,1,1,0,0,0
EPI_ISL_9261482,0,0,0,0,0
EPI_ISL_9392736,0,0,0,0,0
EPI_ISL_9392651,0,0,0,0,0
EPI_ISL_9394857,0,0,0,0,0
EPI_ISL_9261642,0,0,0,0,0
EPI_ISL_9034895,0,0,0,0,0
EPI_ISL_9030489,1,0,0,0,0
EPI_ISL_9261489,0,0,0,0,0
EPI_ISL_9030500,0,0,0,0,0
EPI_ISL_9028252,0,1,0,0,0
EPI_ISL_9261617,0,0,0,0,0
EPI_ISL_9261518,0,0,0,0,0
EPI_ISL_9030904,1,0,0,0,0
EPI_ISL_9394883,0,0,0,0,0
EPI_ISL_8632368,0,0,0,0,0
EPI_ISL_8318467,1,1,0,0,0
EPI_ISL_8310765,1,1,0,0,0
EPI_ISL_9261558,0,0,0,0,0
EPI_ISL_9261551,0,0,0,0,0
EPI_ISL_9261508,0,0,0,0,0
EPI_ISL_9394912,0,0,0,0,0
EPI_ISL_7800791,0,0,0,0,0
EPI_ISL_7800796,0,1,0,0,0
EPI_ISL_9261580,0,0,0,0,0
EPI_ISL_9394922,0,0,0,0,0
EPI_ISL_9394885,0,0,0,0,0
EPI_ISL_9030516,0,0,0,0,0
EPI_ISL_9394895,0,0,0,0,0
EPI_ISL_9028256,0,0,0,0,0
EPI_ISL_9261595,0,0,0,0,0
EPI_ISL_9394907,0,0,0,0,0
EPI_ISL_9261512,0,0,0,0,0
EPI_ISL_9392662,0,0,0,0,0
EPI_ISL_9261526,0,0,0,0,0
EPI_ISL_9261528,0,0,0,0,0
EPI_ISL_9261538,0,0,0,0,0
EPI_ISL_9261547,1,0,0,0,0
EPI_ISL_9261578,0,0,0,0,0
EPI_ISL_9261483,0,0,0,0,0
EPI_ISL_9392644,0,0,0,0,0
EPI_ISL_9030513,0,0,0,0,0
EPI_ISL_9030517,0,0,0,0,0
EPI_ISL_9261646,1,0,0,0,0
EPI_ISL_9030488,1,0,0,0,0
EPI_ISL_9030499,1,0,0,0,0
EPI_ISL_9030497,0,0,0,0,0
EPI_ISL_9030498,0,0,0,0,0
EPI_ISL_9261513,0,0,0,0,0
EPI_ISL_9261548,1,0,0,0,0
EPI_ISL_9261598,0,0,0,0,0
EPI_ISL_9261552,0,0,0,0,0
EPI_ISL_9028288,0,0,0,0,0
EPI_ISL_9394915,0,0,0,0,0
EPI_ISL_9261514,1,0,0,0,0
EPI_ISL_9261607,0,0,0,0,0
EPI_ISL_9030903,1,0,0,0,0
EPI_ISL_8807874,0,0,0,0,0
EPI_ISL_9030919,0,0,0,0,0
EPI_ISL_8808189,0,0,0,0,0
EPI_ISL_8318477,1,1,0,0,0
EPI_ISL_9030472,0,0,0,0,0
EPI_ISL_8318125,1,1,0,0,0
EPI_ISL_8310752,0,1,0,0,0
EPI_ISL_8634191,1,0,0,0,0
EPI_ISL_8807880,1,1,0,0,0
EPI_ISL_8318144,0,0,0,0,0
EPI_ISL_8318113,1,1,0,0,0
EPI_ISL_8318119,1,1,0,0,0
EPI_ISL_8147659,0,1,0,0,0
EPI_ISL_8310757,0,0,0,0,0
EPI_ISL_8634250,0,0,0,0,0
EPI_ISL_8158150,1,1,0,0,0
EPI_ISL_8158146,0,0,0,0,0
EPI_ISL_8158123,0,0,0,0,0
EPI_ISL_8146700,1,0,0,0,0
EPI_ISL_8158112,1,0,0,0,0
EPI_ISL_7782605,1,0,0,0,0
EPI_ISL_7782599,0,0,0,0,0
EPI_ISL_7782596,1,0,0,0,0
EPI_ISL_9261603,0,0,0,0,0
EPI_ISL_9394894,0,0,0,0,0
EPI_ISL_7782603,1,1,0,0,0
EPI_ISL_9261572,0,0,0,0,0
EPI_ISL_8310764,0,1,0,0,0
EPI_ISL_9028254,0,0,0,0,0
EPI_ISL_9028258,1,0,0,0,0
EPI_ISL_9030486,0,0,0,0,0
EPI_ISL_8318140,0,1,0,0,0
EPI_ISL_9654900,0,0,0,0,0
EPI_ISL_9030508,0,0,0,0,0
EPI_ISL_9261602,0,0,0,0,0
EPI_ISL_9261601,0,0,0,0,0
EPI_ISL_8842853,0,0,0,0,0
EPI_ISL_8808224,0,0,0,0,0
EPI_ISL_9654922,0,0,0,0,0
EPI_ISL_9334823,0,0,0,0,0
EPI_ISL_9392667,0,0,0,0,0
EPI_ISL_9261523,0,0,0,0,0
EPI_ISL_9394911,0,0,0,0,0
EPI_ISL_9394899,1,0,0,0,0
EPI_ISL_9261537,0,0,0,0,0
EPI_ISL_9261527,0,0,0,0,0
EPI_ISL_9336807,0,0,0,0,0
EPI_ISL_9261605,0,0,0,0,0
EPI_ISL_9261491,0,0,0,0,0
EPI_ISL_9261492,0,0,0,0,0
EPI_ISL_9394919,0,0,0,0,0
EPI_ISL_9030485,0,0,0,0,0
EPI_ISL_9030484,1,0,0,0,0
EPI_ISL_8318476,1,1,0,0,0
EPI_ISL_8318451,1,1,0,0,0
EPI_ISL_8318118,1,1,0,0,0
EPI_ISL_9030490,0,0,0,0,0
EPI_ISL_9261592,0,0,0,0,0
EPI_ISL_9392753,0,0,0,0,0
EPI_ISL_9034920,0,0,0,0,0
EPI_ISL_9333900,0,0,0,0,0
EPI_ISL_9261495,0,0,0,0,0
EPI_ISL_9394908,0,0,0,0,0
EPI_ISL_8636424,0,0,0,0,0
EPI_ISL_9034919,0,0,0,0,0
EPI_ISL_9034865,0,0,0,0,0
EPI_ISL_9034882,0,0,0,0,0
EPI_ISL_8842799,1,0,0,0,0
EPI_ISL_9392648,0,0,0,0,0
EPI_ISL_9702037,0,0,0,0,0
EPI_ISL_9392740,0,0,0,0,0
EPI_ISL_8632365,0,0,0,0,0
EPI_ISL_8807908,0,1,0,0,0
EPI_ISL_9034853,0,0,0,0,0
EPI_ISL_8808245,0,0,0,0,0
EPI_ISL_8635294,1,1,0,0,0
EPI_ISL_8808220,0,0,0,0,0
EPI_ISL_9034883,0,0,0,0,0
EPI_ISL_9394880,0,0,0,0,0
EPI_ISL_8632326,0,0,0,0,0
EPI_ISL_8636430,0,0,0,0,0
EPI_ISL_8842862,0,0,0,0,0
EPI_ISL_8842815,1,0,0,0,0
EPI_ISL_9654897,0,0,0,0,0
EPI_ISL_9034857,0,0,0,0,0
EPI_ISL_9392775,0,0,0,0,0
EPI_ISL_8401249,1,1,0,0,0
EPI_ISL_8842820,0,0,0,0,0
EPI_ISL_8636443,1,1,0,0,0
EPI_ISL_9392772,0,0,0,0,0
EPI_ISL_9034886,1,0,0,0,0
EPI_ISL_8807905,1,0,0,0,0
EPI_ISL_8807903,1,0,0,0,0
EPI_ISL_9654045,0,0,0,0,0
EPI_ISL_9654908,0,0,0,0,0
EPI_ISL_9034880,0,0,0,0,0
EPI_ISL_9034902,0,0,0,0,0
EPI_ISL_9034881,0,0,0,0,0
EPI_ISL_8842834,0,0,0,0,0
EPI_ISL_8842836,0,0,0,0,0
EPI_ISL_9392737,0,0,0,0,0
EPI_ISL_9392738,0,0,0,0,0
EPI_ISL_9261635,0,0,0,0,0
EPI_ISL_9392773,0,0,0,0,0
EPI_ISL_9392746,0,0,0,0,0
EPI_ISL_9034869,0,0,0,0,0
EPI_ISL_9034866,0,0,0,0,0
EPI_ISL_8808018,1,1,0,0,0
EPI_ISL_9034860,1,0,0,0,0
EPI_ISL_8842819,0,0,0,0,0
EPI_ISL_8632330,0,1,0,0,0
EPI_ISL_8636405,1,1,0,0,0
EPI_ISL_8632296,0,0,0,0,0
EPI_ISL_8632295,0,0,0,0,0
EPI_ISL_8635267,0,0,0,0,0
EPI_ISL_8634259,0,0,0,0,0
EPI_ISL_9392749,0,0,0,0,0
EPI_ISL_9654030,0,0,0,0,0
EPI_ISL_9392745,0,0,0,0,0
EPI_ISL_8635309,1,1,0,0,0
EPI_ISL_9392643,0,0,0,0,0
EPI_ISL_9392770,0,0,0,0,0
EPI_ISL_9394916,0,0,0,0,0
EPI_ISL_9336890,0,0,0,0,0
EPI_ISL_9034917,0,0,0,0,0
EPI_ISL_8808037,0,1,0,0,0
EPI_ISL_8842812,1,1,0,0,0
EPI_ISL_9392688,0,0,0,0,0
EPI_ISL_9034874,0,0,0,0,0
EPI_ISL_8636410,0,0,0,0,0
EPI_ISL_9392685,0,0,0,0,0
EPI_ISL_9392767,0,0,0,0,0
EPI_ISL_8635328,0,0,0,0,0
EPI_ISL_9654035,0,0,0,0,0
EPI_ISL_9028261,0,0,0,0,0
EPI_ISL_9030492,0,0,0,0,0
EPI_ISL_9028282,0,0,0,0,0
EPI_ISL_8807865,0,0,0,0,0
EPI_ISL_9706564,0,0,0,0,0
EPI_ISL_9261557,0,0,0,0,0
EPI_ISL_9394841,0,0,0,0,0
EPI_ISL_1671492,0,0,0,0,0
EPI_ISL_1855156,0,0,0,0,0
EPI_ISL_1920123,0,0,0,0,0
EPI_ISL_1920048,0,0,0,0,0
EPI_ISL_2098169,0,0,0,0,0
EPI_ISL_1461377,0,0,0,0,0
EPI_ISL_1582309,0,0,0,0,0
EPI_ISL_1671660,0,0,0,0,0
EPI_ISL_1576824,0,0,0,0,0
EPI_ISL_1227018,0,0,0,0,0
EPI_ISL_1015699,0,0,0,0,0
EPI_ISL_1593864,0,0,0,0,0
EPI_ISL_1397608,0,0,0,0,0
EPI_ISL_1395770,0,0,0,0,0
EPI_ISL_1855154,0,0,0,0,0
EPI_ISL_1671340,0,0,0,0,0
EPI_ISL_1461316,0,0,0,0,0
EPI_ISL_1395776,0,0,0,0,0
EPI_ISL_1226981,0,0,0,0,0
EPI_ISL_1397597,0,0,0,0,0
EPI_ISL_2098217,0,0,0,0,0
EPI_ISL_1482303,0,0,0,0,0
EPI_ISL_1624479,0,0,0,0,0
EPI_ISL_1756372,0,0,0,0,0
EPI_ISL_1482547,0,0,0,0,0
EPI_ISL_2274649,0,0,0,0,0
EPI_ISL_1756000,0,0,0,0,0
EPI_ISL_1756334,0,0,0,0,0
EPI_ISL_1624411,0,0,0,0,0
EPI_ISL_1482619,0,0,0,0,0
EPI_ISL_1482620,0,0,0,0,0
EPI_ISL_1482622,0,0,0,0,0
EPI_ISL_2727114,0,0,0,0,0
EPI_ISL_1226873,0,0,0,0,0
EPI_ISL_1482441,0,0,0,0,0
EPI_ISL_1227017,0,0,0,0,0
EPI_ISL_861353,0,0,0,0,0
EPI_ISL_1465649,0,0,0,0,0
EPI_ISL_1227007,0,0,0,0,0
EPI_ISL_2421106,0,0,0,0,1
EPI_ISL_1227019,0,0,0,0,0
EPI_ISL_1482614,0,0,0,0,0
EPI_ISL_1462589,0,0,0,0,0
EPI_ISL_1398036,0,0,0,0,0
EPI_ISL_1016215,0,0,0,0,0
EPI_ISL_1226986,0,0,0,0,0
EPI_ISL_1226982,0,0,0,0,0
EPI_ISL_1398348,0,0,0,0,0
EPI_ISL_1920040,0,0,0,0,0
EPI_ISL_2098507,0,0,0,0,0
EPI_ISL_2098542,0,0,0,0,0
EPI_ISL_2421095,0,0,0,0,0
EPI_ISL_1582282,0,0,0,0,0
EPI_ISL_1462564,0,0,0,0,0
EPI_ISL_1671489,0,0,0,0,0
EPI_ISL_1398192,0,0,0,0,0
EPI_ISL_1395760,0,0,0,0,0
EPI_ISL_1593875,0,0,0,0,0
EPI_ISL_2422320,0,0,0,0,0
EPI_ISL_1593874,0,0,0,0,0
EPI_ISL_1398119,0,0,0,0,0
EPI_ISL_2097296,0,0,0,0,0
EPI_ISL_1461360,0,0,0,0,0
EPI_ISL_1582280,0,0,0,0,0
EPI_ISL_1482575,0,0,0,0,0
EPI_ISL_1465833,0,0,0,0,0
EPI_ISL_1671600,0,0,0,0,0
EPI_ISL_1671607,0,0,0,0,0
EPI_ISL_1465838,0,0,0,0,0
EPI_ISL_1398112,0,0,0,0,0
EPI_ISL_2626971,0,0,0,0,0
EPI_ISL_4194877,0,0,0,0,0
EPI_ISL_1855334,0,0,0,0,0
EPI_ISL_2627002,0,0,0,0,0
EPI_ISL_1624486,0,0,0,0,0
EPI_ISL_2868462,0,0,0,0,0
EPI_ISL_1755978,0,0,0,0,0
EPI_ISL_1605699,0,0,0,0,0
EPI_ISL_1582402,0,0,0,0,0
EPI_ISL_2919193,0,0,0,0,0
EPI_ISL_3835036,0,0,0,1,1
EPI_ISL_6248670,0,0,0,1,1
EPI_ISL_3370857,0,0,0,0,0
EPI_ISL_8635316,0,1,0,0,0
EPI_ISL_7614888,0,0,0,0,0
EPI_ISL_3031052,0,0,0,0,1
EPI_ISL_3370898,0,0,0,0,0
EPI_ISL_2868471,0,0,0,1,1
EPI_ISL_2627087,0,0,0,1,1
EPI_ISL_3148963,0,0,0,0,0
EPI_ISL_2868311,0,0,0,1,1
EPI_ISL_2279524,0,0,0,1,1
EPI_ISL_3148981,0,0,0,0,0
EPI_ISL_3235731,0,0,0,0,0
EPI_ISL_3031266,0,0,0,0,0
EPI_ISL_3031261,0,0,0,0,1
EPI_ISL_3031265,0,0,0,0,1
EPI_ISL_4569649,0,0,0,0,0
EPI_ISL_5393932,0,0,0,0,0
EPI_ISL_5393935,0,0,0,0,0
EPI_ISL_2868615,0,0,0,1,1
EPI_ISL_4194726,0,0,0,0,0
EPI_ISL_2627112,0,0,0,1,1
EPI_ISL_4569463,0,0,0,0,0
EPI_ISL_4569464,0,0,0,0,0
EPI_ISL_4435278,0,0,0,0,0
EPI_ISL_4435293,0,0,0,0,0
EPI_ISL_6175432,0,0,0,0,0
EPI_ISL_6175435,0,0,0,0,0
EPI_ISL_4194867,0,0,0,0,0
EPI_ISL_2868617,0,0,0,1,1
EPI_ISL_2868267,0,0,0,1,1
EPI_ISL_2868305,0,0,0,1,1
EPI_ISL_3370853,0,0,0,0,0
EPI_ISL_3148968,0,0,0,0,0
EPI_ISL_3031248,0,0,0,1,1
EPI_ISL_3031254,0,0,0,0,1
EPI_ISL_3235678,0,0,0,0,0
EPI_ISL_3235682,0,0,0,0,0
EPI_ISL_3235674,0,0,0,0,0
EPI_ISL_1482556,0,0,0,1,1
EPI_ISL_4435318,0,0,0,0,0
EPI_ISL_2868558,0,0,0,1,1
EPI_ISL_1398289,0,0,0,0,0
EPI_ISL_883496,0,0,0,0,0
EPI_ISL_1397456,0,0,0,0,0
EPI_ISL_1755939,0,0,0,0,0
EPI_ISL_1227473,0,0,0,0,0
EPI_ISL_1226871,0,0,0,0,0
EPI_ISL_1016351,0,0,0,0,0
EPI_ISL_983156,0,0,0,0,0
EPI_ISL_1228561,0,0,0,0,0
EPI_ISL_1397451,0,0,0,0,0
EPI_ISL_1755991,0,0,0,0,0
EPI_ISL_1482331,0,0,0,0,0
EPI_ISL_1465660,0,0,0,0,0
EPI_ISL_1575471,0,0,0,0,0
EPI_ISL_1397963,0,0,0,0,0
EPI_ISL_1397962,0,0,0,0,0
EPI_ISL_1228471,0,0,0,0,0
EPI_ISL_1398155,0,0,0,0,0
EPI_ISL_1397549,0,0,0,0,0
EPI_ISL_1461293,0,0,0,0,0
EPI_ISL_1228472,0,0,0,0,0
EPI_ISL_1227781,0,0,0,0,0
EPI_ISL_1228164,0,0,0,0,0
EPI_ISL_1226698,0,0,0,0,0
EPI_ISL_854391,0,0,0,0,0
EPI_ISL_854389,0,0,0,0,0
EPI_ISL_1228165,0,0,0,0,0
EPI_ISL_1227474,0,0,0,0,0
EPI_ISL_830326,0,0,0,0,0
EPI_ISL_983306,0,0,0,0,0
EPI_ISL_1855150,0,0,0,0,0
EPI_ISL_1394619,0,0,0,0,0
EPI_ISL_861351,0,0,0,0,0
EPI_ISL_1226848,0,0,0,0,0
EPI_ISL_1226846,0,0,0,0,0
EPI_ISL_1398256,0,0,0,0,0
EPI_ISL_1482320,0,0,0,0,0
EPI_ISL_1397571,0,0,0,0,0
EPI_ISL_2098186,0,0,0,0,0
EPI_ISL_1580710,0,0,0,0,0
EPI_ISL_1465738,0,0,0,0,0
EPI_ISL_1397634,0,0,0,0,0
EPI_ISL_2868629,0,0,0,0,0
EPI_ISL_1398225,0,0,0,0,0
EPI_ISL_1226462,0,0,0,0,0
EPI_ISL_854370,0,0,0,0,0
EPI_ISL_854371,0,0,0,0,0
